Red curve_x,Red curve_y
837.9898662567,568.
838.2346420288,557.
838.4794178009,565.
838.724193573,545.
838.9689693451,558.
839.2137451172,598.
839.4585208893,560.
839.7032966614,515.
839.9480724335,533.
840.1928482056,526.
840.4376239777,546.
840.6823997498,550.
840.9271755219,608.
841.1719512939,547.
841.4167270660,551.
841.6615028381,566.
841.9062786102,590.
842.1510543823,545.
842.3958301544,584.
842.6406059265,576.
842.8853816986,564.
843.1301574707,568.
843.3749332428,560.
843.6197090149,635.
843.864484787,598.
844.1092605591,552.
844.3540363312,537.
844.5988121033,535.
844.8435878754,531.
845.0883636475,548.
845.3331394196,528.
845.5779151917,569.
845.8226909637,508.
846.0674667358,514.
846.3122425079,538.
846.5570182800,533.
846.8017940521,502.
847.0465698242,554.
847.2913455963,568.
847.5361213684,520.
847.7808971405,533.
848.0256729126,519.
848.2704486847,541.
848.5152244568,540.
848.7600002289,547.
849.004776001,562.
849.2495517731,554.
849.4943275452,529.
849.7391033173,545.
849.9838790894,545.
850.2286548615,543.
850.4734306335,502.
850.7182064056,534.
850.9629821777,517.
851.2077579498,545.
851.4525337219,523.
851.6973094940,536.
851.9420852661,564.
852.1868610382,529.
852.4316368103,533.
852.6764125824,566.
852.9211883545,553.
853.1659641266,576.
853.4107398987,644.
853.6555156708,641.
853.9002914429,612.
854.145067215,582.
854.3898429871,608.
854.6346187592,559.
854.8793945312,515.
855.1241703033,528.
855.3689460754,592.
855.6137218475,574.
855.8584976196,563.
856.1032733917,547.
856.3480491638,543.
856.5928249359,505.
856.8376007080,535.
857.0823764801,520.
857.3271522522,551.
857.5719280243,576.
857.8167037964,566.
858.0614795685,553.
858.3062553406,600.
858.5510311127,589.
858.7958068848,539.
859.0405826569,610.
859.285358429,659.
859.5301342010,576.
859.7749099731,537.
860.0196857452,554.
860.2644615173,561.
860.5092372894,565.
860.7540130615,552.
860.9987888336,623.
861.2435646057,561.
861.4883403778,536.
861.7331161499,553.
861.977891922,522.
862.2226676941,534.
862.4674434662,524.
862.7122192383,561.
862.9569950104,552.
863.2017707825,564.
863.4465465546,538.
863.6913223267,540.
863.9360980988,549.
864.1808738708,582.
864.4256496429,555.
864.6704254150,591.
864.9152011871,579.
865.1599769592,532.
865.4047527313,563.
865.6495285034,572.
865.8943042755,589.
866.1390800476,533.
866.3838558197,550.
866.6286315918,568.
866.8734073639,572.
867.118183136,620.
867.3629589081,559.
867.6077346802,553.
867.8525104523,575.
868.0972862244,545.
868.3420619965,538.
868.5868377686,524.
868.8316135406,586.
869.0763893127,585.
869.3211650848,531.
869.5659408569,560.
869.8107166290,608.
870.0554924011,555.
870.3002681732,511.
870.5450439453,546.
870.7898197174,571.
871.0345954895,564.
871.2793712616,540.
871.5241470337,562.
871.7689228058,622.
872.0136985779,577.
872.25847435,580.
872.5032501221,593.
872.7480258942,565.
872.9928016663,559.
873.2375774384,496.
873.4823532104,512.
873.7271289825,566.
873.9719047546,594.
874.2166805267,563.
874.4614562988,540.
874.7062320709,498.
874.9510078430,571.
875.1957836151,540.
875.4405593872,497.
875.6853351593,570.
875.9301109314,578.
876.1748867035,577.
876.4196624756,562.
876.6644382477,568.
876.9092140198,544.
877.1539897919,557.
877.398765564,567.
877.6435413361,530.
877.8883171082,559.
878.1330928802,625.
878.3778686523,625.
878.6226444244,601.
878.8674201965,545.
879.1121959686,549.
879.3569717407,514.
879.6017475128,518.
879.8465232849,547.
880.0912990570,598.
880.3360748291,561.
880.5808506012,513.
880.8256263733,502.
881.0704021454,493.
881.3151779175,560.
881.5599536896,571.
881.8047294617,517.
882.0495052338,574.
882.2942810059,537.
882.539056778,510.
882.7838325500,552.
883.0286083221,558.
883.2733840942,534.
883.5181598663,538.
883.7629356384,618.
884.0077114105,588.
884.2524871826,517.
884.4972629547,523.
884.7420387268,551.
884.9868144989,527.
885.231590271,558.
885.4763660431,605.
885.7211418152,589.
885.9659175873,534.
886.2106933594,527.
886.4554691315,498.
886.7002449036,531.
886.9450206757,576.
887.1897964478,551.
887.4345722198,505.
887.6793479919,527.
887.9241237640,566.
888.1688995361,594.
888.4136753082,498.
888.6584510803,503.
888.9032268524,527.
889.1480026245,562.
889.3927783966,585.
889.6375541687,605.
889.8823299408,565.
890.1271057129,591.
890.371881485,616.
890.6166572571,609.
890.8614330292,618.
891.1062088013,584.
891.3509845734,582.
891.5957603455,546.
891.8405361176,521.
892.0853118896,488.
892.3300876617,487.
892.5748634338,528.
892.8196392059,569.
893.0644149780,553.
893.3091907501,545.
893.5539665222,525.
893.7987422943,568.
894.0435180664,540.
894.2882938385,574.
894.5330696106,563.
894.7778453827,590.
895.0226211548,588.
895.2673969269,533.
895.512172699,525.
895.7569484711,553.
896.0017242432,530.
896.2465000153,475.
896.4912757874,521.
896.7360515594,538.
896.9808273315,552.
897.2256031036,553.
897.4703788757,537.
897.7151546478,547.
897.9599304199,561.
898.2047061920,585.
898.4494819641,544.
898.6942577362,579.
898.9390335083,555.
899.1838092804,530.
899.4285850525,578.
899.6733608246,555.
899.9181365967,523.
900.1629123688,528.
900.4076881409,501.
900.652463913,508.
900.8972396851,573.
901.1420154572,567.
901.3867912292,550.
901.6315670013,578.
901.8763427734,555.
902.1211185455,587.
902.3658943176,564.
902.6106700897,527.
902.8554458618,565.
903.1002216339,551.
903.3449974060,526.
903.5897731781,563.
903.8345489502,510.
904.0793247223,535.
904.3241004944,519.
904.5688762665,532.
904.8136520386,575.
905.0584278107,505.
905.3032035828,539.
905.5479793549,561.
905.792755127,553.
906.0375308990,540.
906.2823066711,559.
906.5270824432,592.
906.7718582153,529.
907.0166339874,479.
907.2614097595,573.
907.5061855316,574.
907.7509613037,526.
907.9957370758,525.
908.2405128479,539.
908.48528862,543.
908.7300643921,549.
908.9748401642,593.
909.2196159363,590.
909.4643917084,576.
909.7091674805,589.
909.9539432526,603.
910.1987190247,529.
910.4434947968,531.
910.6882705688,552.
910.9330463409,568.
911.1778221130,597.
911.4225978851,537.
911.6673736572,552.
911.9121494293,588.
912.1569252014,557.
912.4017009735,525.
912.6464767456,531.
912.8912525177,581.
913.1360282898,553.
913.3808040619,557.
913.625579834,555.
913.8703556061,489.
914.1151313782,559.
914.3599071503,566.
914.6046829224,486.
914.8494586945,522.
915.0942344666,568.
915.3390102386,527.
915.5837860107,541.
915.8285617828,553.
916.0733375549,561.
916.3181133270,573.
916.5628890991,583.
916.8076648712,592.
917.0524406433,540.
917.2972164154,553.
917.5419921875,508.
917.7867679596,526.
918.0315437317,575.
918.2763195038,635.
918.5210952759,597.
918.765871048,569.
919.0106468201,540.
919.2554225922,588.
919.5001983643,559.
919.7449741364,520.
919.9897499084,523.
920.2345256805,559.
920.4793014526,583.
920.7240772247,593.
920.9688529968,547.
921.2136287689,544.
921.4584045410,566.
921.7031803131,615.
921.9479560852,563.
922.1927318573,513.
922.4375076294,524.
922.6822834015,513.
922.9270591736,547.
923.1718349457,563.
923.4166107178,582.
923.6613864899,560.
923.906162262,542.
924.1509380341,524.
924.3957138062,535.
924.6404895782,562.
924.8852653503,612.
925.1300411224,557.
925.3748168945,544.
925.6195926666,512.
925.8643684387,494.
926.1091442108,537.
926.3539199829,554.
926.5986957550,536.
926.8434715271,553.
927.0882472992,537.
927.3330230713,531.
927.5777988434,526.
927.8225746155,457.
928.0673503876,535.
928.3121261597,542.
928.5569019318,504.
928.8016777039,572.
929.046453476,613.
929.2912292480,580.
929.5360050201,534.
929.7807807922,546.
930.0255565643,579.
930.2703323364,536.
930.5151081085,493.
930.7598838806,528.
931.0046596527,621.
931.2494354248,595.
931.4942111969,576.
931.738986969,526.
931.9837627411,548.
932.2285385132,624.
932.4733142853,619.
932.7180900574,551.
932.9628658295,546.
933.2076416016,549.
933.4524173737,531.
933.6971931458,552.
933.9419689178,575.
934.1867446899,519.
934.4315204620,564.
934.6762962341,520.
934.9210720062,583.
935.1658477783,527.
935.4106235504,527.
935.6553993225,553.
935.9001750946,561.
936.1449508667,580.
936.3897266388,583.
936.6345024109,569.
936.879278183,585.
937.1240539551,627.
937.3688297272,592.
937.6136054993,596.
937.8583812714,607.
938.1031570435,533.
938.3479328156,543.
938.5927085876,570.
938.8374843597,572.
939.0822601318,615.
939.3270359039,534.
939.5718116760,547.
939.8165874481,560.
940.0613632202,561.
940.3061389923,565.
940.5509147644,576.
940.7956905365,554.
941.0404663086,562.
941.2852420807,514.
941.5300178528,508.
941.7747936249,567.
942.019569397,610.
942.2643451691,577.
942.5091209412,577.
942.7538967133,544.
942.9986724854,540.
943.2434482574,592.
943.4882240295,567.
943.7329998016,554.
943.9777755737,542.
944.2225513458,533.
944.4673271179,532.
944.7121028900,556.
944.9568786621,580.
945.2016544342,547.
945.4464302063,548.
945.6912059784,573.
945.9359817505,592.
946.1807575226,547.
946.4255332947,545.
946.6703090668,559.
946.9150848389,568.
947.159860611,547.
947.4046363831,564.
947.6494121552,533.
947.8941879272,568.
948.1389636993,561.
948.3837394714,561.
948.6285152435,576.
948.8732910156,562.
949.1180667877,543.
949.3628425598,578.
949.6076183319,571.
949.8523941040,549.
950.0971698761,561.
950.3419456482,575.
950.5867214203,574.
950.8314971924,564.
951.0762729645,528.
951.3210487366,553.
951.5658245087,506.
951.8106002808,522.
952.0553760529,552.
952.300151825,576.
952.5449275970,615.
952.7897033691,507.
953.0344791412,507.
953.2792549133,560.
953.5240306854,562.
953.7688064575,540.
954.0135822296,582.
954.2583580017,572.
954.5031337738,547.
954.7479095459,550.
954.992685318,569.
955.2374610901,549.
955.4822368622,536.
955.7270126343,513.
955.9717884064,533.
956.2165641785,569.
956.4613399506,539.
956.7061157227,573.
956.9508914948,548.
957.1956672668,534.
957.4404430389,582.
957.6852188110,596.
957.9299945831,567.
958.1747703552,609.
958.4195461273,615.
958.6643218994,584.
958.9090976715,590.
959.1538734436,565.
959.3986492157,567.
959.6434249878,569.
959.8882007599,543.
960.132976532,510.
960.3777523041,579.
960.6225280762,572.
960.8673038483,566.
961.1120796204,534.
961.3568553925,593.
961.6016311646,579.
961.8464069366,580.
962.0911827087,569.
962.3359584808,578.
962.5807342529,552.
962.8255100250,531.
963.0702857971,573.
963.3150615692,554.
963.5598373413,584.
963.8046131134,590.
964.0493888855,537.
964.2941646576,600.
964.5389404297,578.
964.7837162018,566.
965.0284919739,567.
965.273267746,553.
965.5180435181,605.
965.7628192902,541.
966.0075950623,551.
966.2523708344,585.
966.4971466064,574.
966.7419223785,533.
966.9866981506,547.
967.2314739227,527.
967.4762496948,543.
967.7210254669,543.
967.9658012390,510.
968.2105770111,558.
968.4553527832,571.
968.7001285553,555.
968.9449043274,570.
969.1896800995,547.
969.4344558716,547.
969.6792316437,531.
969.9240074158,604.
970.1687831879,566.
970.41355896,534.
970.6583347321,533.
970.9031105042,592.
971.1478862762,597.
971.3926620483,564.
971.6374378204,576.
971.8822135925,606.
972.1269893646,591.
972.3717651367,543.
972.6165409088,560.
972.8613166809,577.
973.1060924530,564.
973.3508682251,567.
973.5956439972,565.
973.8404197693,600.
974.0851955414,587.
974.3299713135,541.
974.5747470856,529.
974.8195228577,543.
975.0642986298,537.
975.3090744019,553.
975.553850174,610.
975.7986259460,583.
976.0434017181,627.
976.2881774902,589.
976.5329532623,566.
976.7777290344,568.
977.0225048065,598.
977.2672805786,553.
977.5120563507,582.
977.7568321228,569.
978.0016078949,547.
978.246383667,596.
978.4911594391,574.
978.7359352112,556.
978.9807109833,564.
979.2254867554,521.
979.4702625275,529.
979.7150382996,589.
979.9598140717,599.
980.2045898438,581.
980.4493656158,550.
980.6941413879,617.
980.9389171600,577.
981.1836929321,565.
981.4284687042,560.
981.6732444763,543.
981.9180202484,515.
982.1627960205,549.
982.4075717926,577.
982.6523475647,570.
982.8971233368,556.
983.1418991089,525.
983.386674881,575.
983.6314506531,577.
983.8762264252,589.
984.1210021973,574.
984.3657779694,565.
984.6105537415,605.
984.8553295135,576.
985.1001052856,579.
985.3448810577,611.
985.5896568298,579.
985.8344326019,529.
986.0792083740,526.
986.3239841461,554.
986.5687599182,586.
986.8135356903,577.
987.0583114624,525.
987.3030872345,554.
987.5478630066,599.
987.7926387787,599.
988.0374145508,552.
988.2821903229,541.
988.526966095,528.
988.7717418671,508.
989.0165176392,548.
989.2612934113,567.
989.5060691833,597.
989.7508449554,591.
989.9956207275,566.
990.2403964996,553.
990.4851722717,569.
990.7299480438,615.
990.9747238159,584.
991.2194995880,560.
991.4642753601,538.
991.7090511322,526.
991.9538269043,547.
992.1986026764,569.
992.4433784485,622.
992.6881542206,594.
992.9329299927,602.
993.1777057648,601.
993.4224815369,568.
993.667257309,602.
993.9120330811,566.
994.1568088531,531.
994.4015846252,576.
994.6463603973,561.
994.8911361694,539.
995.1359119415,577.
995.3806877136,547.
995.6254634857,549.
995.8702392578,557.
996.1150150299,546.
996.3597908020,555.
996.6045665741,566.
996.8493423462,544.
997.0941181183,577.
997.3388938904,544.
997.5836696625,560.
997.8284454346,581.
998.0732212067,594.
998.3179969788,593.
998.5627727509,542.
998.8075485229,545.
999.0523242950,608.
999.2971000671,588.
999.5418758392,564.
999.7866516113,564.
1000.0314273834,552.
1000.2762031555,555.
1000.5209789276,560.
1000.7657546997,545.
1001.0105304718,584.
1001.2553062439,557.
1001.500082016,540.
1001.7448577881,537.
1001.9896335602,524.
1002.2344093323,470.
1002.4791851044,505.
1002.7239608765,573.
1002.9687366486,600.
1003.2135124207,571.
1003.4582881927,573.
1003.7030639648,569.
1003.9478397369,591.
1004.1926155090,574.
1004.4373912811,537.
1004.6821670532,501.
1004.9269428253,509.
1005.1717185974,577.
1005.4164943695,578.
1005.6612701416,548.
1005.9060459137,552.
1006.1508216858,568.
1006.3955974579,586.
1006.64037323,595.
1006.8851490021,536.
1007.1299247742,574.
1007.3747005463,594.
1007.6194763184,605.
1007.8642520905,580.
1008.1090278625,560.
1008.3538036346,531.
1008.5985794067,515.
1008.8433551788,550.
1009.0881309509,611.
1009.3329067230,555.
1009.5776824951,548.
1009.8224582672,539.
1010.0672340393,535.
1010.3120098114,569.
1010.5567855835,570.
1010.8015613556,552.
1011.0463371277,589.
1011.2911128998,532.
1011.5358886719,547.
1011.780664444,544.
1012.0254402161,582.
1012.2702159882,560.
1012.5149917603,528.
1012.7597675323,521.
1013.0045433044,509.
1013.2493190765,496.
1013.4940948486,571.
1013.7388706207,609.
1013.9836463928,572.
1014.2284221649,522.
1014.4731979370,530.
1014.7179737091,545.
1014.9627494812,584.
1015.2075252533,574.
1015.4523010254,570.
1015.6970767975,565.
1015.9418525696,554.
1016.1866283417,576.
1016.4314041138,558.
1016.6761798859,541.
1016.920955658,534.
1017.1657314301,575.
1017.4105072021,569.
1017.6552829742,600.
1017.9000587463,584.
1018.1448345184,572.
1018.3896102905,566.
1018.6343860626,568.
1018.8791618347,547.
1019.1239376068,557.
1019.3687133789,601.
1019.6134891510,602.
1019.8582649231,545.
1020.1030406952,595.
1020.3478164673,559.
1020.5925922394,565.
1020.8373680115,562.
1021.0821437836,542.
1021.3269195557,523.
1021.5716953278,544.
1021.8164710999,501.
1022.0612468719,527.
1022.3060226440,551.
1022.5507984161,609.
1022.7955741882,572.
1023.0403499603,572.
1023.2851257324,595.
1023.5299015045,585.
1023.7746772766,575.
1024.0194530487,559.
1024.2642288208,530.
1024.5090045929,546.
1024.753780365,582.
1024.9985561371,573.
1025.2433319092,587.
1025.4881076813,571.
1025.7328834534,558.
1025.9776592255,587.
1026.2224349976,597.
1026.4672107697,605.
1026.7119865417,557.
1026.9567623138,551.
1027.2015380859,632.
1027.4463138580,628.
1027.6910896301,571.
1027.9358654022,545.
1028.1806411743,557.
1028.4254169464,602.
1028.6701927185,595.
1028.9149684906,560.
1029.1597442627,576.
1029.4045200348,578.
1029.6492958069,527.
1029.894071579,531.
1030.1388473511,546.
1030.3836231232,544.
1030.6283988953,532.
1030.8731746674,506.
1031.1179504395,525.
1031.3627262115,582.
1031.6075019836,610.
1031.8522777557,528.
1032.0970535278,507.
1032.3418292999,536.
1032.5866050720,541.
1032.8313808441,598.
1033.0761566162,605.
1033.3209323883,555.
1033.5657081604,552.
1033.8104839325,598.
1034.0552597046,579.
1034.3000354767,553.
1034.5448112488,572.
1034.7895870209,617.
1035.034362793,595.
1035.2791385651,517.
1035.5239143372,527.
1035.7686901093,603.
1036.0134658813,608.
1036.2582416534,587.
1036.5030174255,558.
1036.7477931976,594.
1036.9925689697,605.
1037.2373447418,572.
1037.4821205139,571.
1037.7268962860,570.
1037.9716720581,619.
1038.2164478302,643.
1038.4612236023,637.
1038.7059993744,547.
1038.9507751465,554.
1039.1955509186,584.
1039.4403266907,544.
1039.6851024628,550.
1039.9298782349,585.
1040.174654007,580.
1040.4194297791,567.
1040.6642055511,536.
1040.9089813232,604.
1041.1537570953,547.
1041.3985328674,561.
1041.6433086395,577.
1041.8880844116,602.
1042.1328601837,603.
1042.3776359558,598.
1042.6224117279,631.
1042.8671875,631.
1043.1119632721,592.
1043.3567390442,568.
1043.6015148163,549.
1043.8462905884,551.
1044.0910663605,579.
1044.3358421326,600.
1044.5806179047,543.
1044.8253936768,568.
1045.0701694489,590.
1045.3149452209,593.
1045.5597209930,568.
1045.8044967651,592.
1046.0492725372,540.
1046.2940483093,557.
1046.5388240814,569.
1046.7835998535,521.
1047.0283756256,565.
1047.2731513977,552.
1047.5179271698,575.
1047.7627029419,608.
1048.007478714,612.
1048.2522544861,583.
1048.4970302582,601.
1048.7418060303,583.
1048.9865818024,529.
1049.2313575745,518.
1049.4761333466,540.
1049.7209091187,555.
1049.9656848907,593.
1050.2104606628,579.
1050.4552364349,513.
